,Source Word,Derived Word,Affix
38189,summon,submonish,-ish
38190,sucker,suckerish,-ish
38191,Sue,Sueish,-ish
38192,summer,summerish,-ish
38193,sumph,sumphish,-ish
38194,Sunday,Sundayish,-ish
38195,sun,sunnish,-ish
38196,supermodel,supermodelish,-ish
38197,surfer,surferish,-ish
38198,surreal,surrealish,-ish
38199,Swabia,Swabish,-ish
38200,swain,swainish,-ish
38201,swamp,swampish,-ish
38202,swank,swankish,-ish
38203,swan,swannish,-ish
38204,swart,swartish,-ish
38205,Swede,Swedish,-ish
38206,sweet,sweetish,-ish
38207,swell,swellish,-ish
38208,swine,swinish,-ish
38209,sycophant,sycophantish,-ish
38210,sylph,sylphish,-ish
38211,tabloid,tabloidish,-ish
38212,tadpole,tadpolish,-ish
38213,tall,tallish,-ish
38214,tallow,tallowish,-ish
38215,tan,tannish,-ish
38216,tard,tardish,-ish
38217,tart,tartish,-ish
38218,teenager,teenagerish,-ish
38219,teenybopper,teenybopperish,-ish
38220,television,televisionish,-ish
38221,ten,tenish,-ish
38222,textbook,textbookish,-ish
38223,Thailand,Thailandish,-ish
38224,thick,thickish,-ish
38225,thief,thievish,-ish
38226,thing,thingish,-ish
38227,thin,thinnish,-ish
38228,thirteen,thirteenish,-ish
38229,thirty,thirtyish,-ish
38230,three,threeish,-ish
38231,thug,thuggish,-ish
38232,tickle,ticklish,-ish
38233,tiff,tiffish,-ish
38234,tiger,tigerish,-ish
38235,Tigger,Tiggerish,-ish
38236,tight,tightish,-ish
38237,tightwad,tightwaddish,-ish
38238,tingle,tinglish,-ish
38239,toad,toadish,-ish
38240,toady,toadyish,-ish
38241,tobacco,tobaccoish,-ish
38242,toddler,toddlerish,-ish
38243,toff,toffish,-ish
38244,together,togetherish,-ish
38245,tolerable,tolerablish,-ish
38246,tomboy,tomboyish,-ish
38247,tomfool,tomfoolish,-ish
38248,tone,tonish,-ish
38249,ton,tonnish,-ish
38250,Tory,Toryish,-ish
38251,tottle,tottlish,-ish
38252,tough,toughish,-ish
38253,abiogenesis,abiogenesist,-ist
38254,abiogenesis,abiogenist,-ist
38255,able,ableist,-ist
38256,abolition,abolitionist,-ist
38257,Aboriginal,Aboriginalist,-ist
38258,abortion,abortionist,-ist
38259,Abraham,Abrahamist,-ist
38260,absentee,absenteeist,-ist
38261,absolute,absolutist,-ist
38262,absorption,absorptionist,-ist
38263,abstention,abstentionist,-ist
38264,abstraction,abstractionist,-ist
38265,absurd,absurdist,-ist
38266,academic,academicist,-ist
38267,acceleration,accelerationist,-ist
38268,accidental,accidentalist,-ist
38269,accommodation,accommodationist,-ist
38270,accompany,accompanist,-ist
38271,accompany,accompanyist,-ist
38272,accordion,accordionist,-ist
38273,acephal,acephalist,-ist
38274,acronym,acronymist,-ist
38275,actinology,actinologist,-ist
38276,action,actionist,-ist
38277,activation,activationist,-ist
38278,active,activist,-ist
38279,actual,actualist,-ist
38280,acupressure,acupressurist,-ist
38281,acupuncture,acupuncturist,-ist
38282,adaptation,adaptationist,-ist
38283,addictionology,addictionologist,-ist
38284,addictology,addictologist,-ist
38285,adept,adeptist,-ist
38286,adoption,adoptionist,-ist
38287,Advent,Adventist,-ist
38288,adventure,adventurist,-ist
38289,adverbial,adverbialist,-ist
38290,advice_column,advice_columnist,-ist
38291,aerial,aerialist,-ist
38292,aerodynamic,aerodynamicist,-ist
38293,aeronomy,aeronomist,-ist
38294,aeroplane,aeroplanist,-ist
38295,aesthetic,aestheticist,-ist
38296,aetiology,aetiologist,-ist
38297,affectation,affectationist,-ist
38298,affirmative,affirmativist,-ist
38299,African,Africanist,-ist
38300,Afroasiatic,Afroasiaticist,-ist
38301,agamy,agamist,-ist
38302,agape,agapeist,-ist
38303,agape,agapist,-ist
38304,age,ageist,-ist
38305,aggression,aggressionist,-ist
38306,aggressive,aggressivist,-ist
38307,agile,agilist,-ist
38308,agnotology,agnotologist,-ist
38309,agricultural,agriculturalist,-ist
38310,agriculture,agriculturist,-ist
38311,agriology,agriologist,-ist
38312,agrobiology,agrobiologist,-ist
38313,agrology,agrologist,-ist
38314,agronomy,agronomist,-ist
38315,agrostology,agrostologist,-ist
38316,air_guitar,air_guitarist,-ist
38317,alarm,alarmist,-ist
38318,Albanology,Albanologist,-ist
38319,alcohol,alcoholist,-ist
38320,Alcoran,Alcoranist,-ist
38321,algebra,algebraist,-ist
38322,algolagnia,algolagnist,-ist
38323,algology,algologist,-ist
38324,Algonquian,Algonquianist,-ist
38325,algorithm,algorithmist,-ist
38326,allergy,allergist,-ist
38327,allergology,allergologist,-ist
38328,all,allist,-ist
38329,allodial,allodialist,-ist
38330,allopathy,allopathist,-ist
38331,alopecia,alopecist,-ist
38332,alphorn,alphornist,-ist
38333,alpine,alpinist,-ist
38334,alt-right,alt-rightist,-ist
38335,Altaic,Altaicist,-ist
38336,altar,altarist,-ist
38337,alternative,alternativist,-ist
38338,alto,altoist,-ist
38339,Amazonian,Amazonianist,-ist
38340,Amazon,Amazonist,-ist
38341,ambition,ambitionist,-ist
38342,American,Americanist,-ist
38343,Amerindian,Amerindianist,-ist
38344,millennial,amillennialist,a-;-ist
38345,amnicola,amnicolist,-ist
38346,amoral,amoralist,-ist
38347,amour,amourist,-ist
38348,amplitudeology,amplitudeologist,-ist
38349,anagram,anagrammist,-ist
38350,analogy,analogist,-ist
38351,analysis,analysist,-ist
38352,anaplastology,anaplastologist,-ist
38353,Anatolian,Anatolianist,-ist
38354,anatomy,anatomist,-ist
38355,androgyne,androgynist,-ist
38356,anecdotal,anecdotalist,-ist
38357,anecdote,anecdotist,-ist
38358,angel,angelist,-ist
38359,angelology,angelologist,-ist
38360,angiography,angiographist,-ist
38361,Anglic,Anglicist,-ist
38362,Anglo-Saxon,Anglo-Saxonist,-ist
38363,icon,aniconist,an-;-ist
38364,anilingus,anilinguist,-ist
38365,animalcule,animalculist,-ist
38366,animal,animalist,-ist
38367,animate,animatist,-ist
38368,annexation,annexationist,-ist
38369,annexion,annexionist,-ist
38370,annihilation,annihilationist,-ist
38371,annotation,annotationist,-ist
38372,annual,annualist,-ist
38373,anopsology,anopsologist,-ist
38374,anthology,anthologist,-ist
38375,anthracology,anthracologist,-ist
38376,anthropology,anthropologist,-ist
38377,anthropometry,anthropometrist,-ist
38378,anthropomorphism,anthropomorphist,-ist
38379,anthropophagy,anthropophagist,-ist
38380,anthroposophy,anthroposophist,-ist
38381,anthropotomy,anthropotomist,-ist
38382,circumcision,anti-circumcisionist,anti-;-ist
38383,vaccination,anti-vaccinationist,anti-;-ist
38384,antiabortion,antiabortionist,-ist
38385,annexation,antiannexationist,anti-;-ist
38386,clerical,anticlericalist,anti-;-ist
38387,collaboration,anticollaborationist,anti-;-ist
38388,anticontagion,anticontagionist,-ist
38389,corporate,anticorporatist,anti-;-ist
38390,antifluoridation,antifluoridationist,-ist
38391,antiglobalism,antiglobalist,-ist
38392,historic,antihistoricist,anti-;-ist
38393,machine,antimachinist,anti-;-ist
38394,antimetaphysical,antimetaphysicalist,-ist
38395,miscegenation,antimiscegenationist,-ist
38396,natal,antinatalist,anti-;-ist
38397,antinovel,antinovelist,-ist
38398,nuclear,antinuclearist,anti-;-ist
38399,antipathy,antipathist,-ist
38400,antique,antiquist,-ist
38401,antireform,antireformist,anti-;-ist
38402,Robespierre,antiRobespierrist,anti-;-ist
38403,royal,antiroyalist,anti-;-ist
38404,segregation,antisegregationist,anti-;-ist
38405,antisexual,antisexualist,-ist
38406,vaccination,antivaccinationist,anti-;-ist
38407,antivaccine,antivaccinist,-ist
38408,anxiety,anxietist,-ist
38409,apartheid,apartheidist,-ist
38410,aphidology,aphidologist,-ist
38411,apiary,apiarist,-ist
38412,apiculture,apiculturist,-ist
38413,apiology,apiologist,-ist
38414,apocalyptic,apocalypticist,-ist
38415,apocryphal,apocryphalist,-ist
38416,apology,apologist,-ist
38417,apparition,apparitionist,-ist
38418,appropriation,appropriationist,-ist
38419,a_priori,apriorist,-ist
38420,aquaculture,aquaculturist,-ist
38421,aqua_fortis,aquafortist,-ist
38422,aqualung,aqualungist,-ist
38423,aquaponic,aquaponist,-ist
38424,aquarelle,aquarellist,-ist
38425,aquatint,aquatintist,-ist
38426,Arab,Arabist,-ist
38427,arachnology,arachnologist,-ist
38428,araneology,araneologist,-ist
38429,Arawakan,Arawakanist,-ist
38430,arboreal,arborealist,-ist
38431,arboriculture,arboriculturist,-ist
38432,arbor,arborist,-ist
38433,arcane,arcanist,-ist
38434,archaeography,archaeographist,-ist
38435,archaeology,archaeologist,-ist
38436,archaeometry,archaeometrist,-ist
38437,archaeozoology,archaeozoologist,-ist
38438,archeozoology,archeozoologist,-ist
38439,archive,archivist,-ist
38440,archlute,archlutist,-ist
38441,archontology,archontologist,-ist
38442,aretalogy,aretalogist,-ist
38443,Aristophanes,Aristophanist,-ist
38444,Armenology,Armenologist,-ist
38445,Arminian,Arminianist,-ist
38446,armonica,armonicist,-ist
38447,armor,armorist,-ist
38448,armour,armourist,-ist
38449,arpeggione,arpeggionist,-ist
38450,arson,arsonist,-ist
38451,arthroscopy,arthroscopist,-ist
38452,artificial,artificialist,-ist
38453,artillery,artillerist,-ist
38454,ascension,ascensionist,-ist
38455,ascetic,asceticist,-ist
38456,asexual,asexualist,-ist
38457,Assad,Assadist,-ist
38458,assimilation,assimilationist,-ist
38459,association,associationist,-ist
38460,Assyriology,Assyriologist,-ist
38461,astacology,astacologist,-ist
38462,asteroseismology,asteroseismologist,-ist
38463,astrodynamic,astrodynamicist,-ist
38464,astronomy,astronomist,-ist
38465,Aten,Atenist,-ist
38466,Athabaskan,Athabaskanist,-ist
38467,atheos,atheist,-iste
38468,atheology,atheologist,-ist
38469,Atlantic,Atlanticist,-ist
38470,atlatl,atlatlist,-ist
38471,atmology,atmologist,-ist
38472,atom,atomist,-ist
38473,atonal,atonalist,-ist
38474,tooth_fairy,atoothfairyist,a-;-ist
38475,Attic,Atticist,-ist
38476,attribution,attributionist,-ist
38477,Aubry,Aubryist,-ist
38478,audiology,audiologist,-ist
38479,audiometry,audiometrist,-ist
38480,audiovisual,audiovisualist,-ist
38481,unicorn,aunicornist,a-;-ist
38482,Australian,Australianist,-ist
38483,Austroasiatic,Austroasiaticist,-ist
38484,Austronesian,Austronesianist,-ist
38485,autecology,autecologist,-ist
38486,auteur,auteurist,-ist
38487,authentic,authenticist,-ist
38488,authoritarian,authoritarianist,-ist
38489,autoharp,autoharpist,-ist
38490,auto,autoist,-ist
38491,automatic,automatist,-ist
38492,automobile,automobilist,-ist
38493,autonomy,autonomist,-ist
38494,autopsy,autopsist,-ist
38495,avant-garde,avant-gardist,-ist
38496,avant-garde,avantgardist,-ist
38497,aviary,aviarist,-ist
38498,aviculture,aviculturist,-ist
38499,avisodomy,avisodomist,-ist
38500,axiology,axiologist,-ist
38501,Ayurveda,Ayurvedist,-ist
38502,Zeus,azeusist,a-;-ist
38503,Baal,Baalist,-ist
38504,Ba%27ath,Ba%27athist,-ist
38505,babouviste,Babouvist,-ist
38506,badminton,badmintonist,-ist
38507,Baha%27i,Baha%27ist,-ist
38508,balalaika,balalaikist,-ist
38509,bald,baldist,-ist
38510,ballad,balladist,-ist
38511,balloon,balloonist,-ist
38512,balneology,balneologist,-ist
38513,Baltic,Balticist,-ist
38514,Balto-Slavic,Balto-Slavicist,-ist
38515,bandola,bandolist,-ist
38516,bandoneon,bandoneonist,-ist
38517,bandura,bandurist,-ist
38518,banjitar,banjitarist,-ist
38519,banjo,banjoist,-ist
38520,banjolin,banjolinist,-ist
38521,Bantu,Bantuist,-ist
38522,baraminology,baraminologist,-ist
38523,baritone_horn,baritone_hornist,-ist
38524,baritone,baritonist,-ist
38525,barology,barologist,-ist
38526,barrel_organ,barrel_organist,-ist
38527,Barrowe,Barrowist,-ist
38528,bass_viol,bass_violist,-ist
38529,basset_horn,basset_hornist,-ist
38530,bass,bassist,-ist
38531,bassoon,bassoonist,-ist
38532,bathymetry,bathymetrist,-ist
38533,bayan,bayanist,-ist
38534,bazooka,bazookaist,-ist
38535,beard,beardist,-ist
38536,behavioral,behavioralist,-ist
38537,behavior,behaviorist,-ist
38538,behavioural,behaviouralist,-ist
38539,beige,beigeist,-ist
38540,beige,beigist,-ist
38541,bellicus,bellicist,-ist
38542,bell,bellist,-ist
38543,Bentham,Benthamist,-ist
38544,bestial,bestialist,-ist
38545,bibliology,bibliologist,-ist
38546,bibliopegy,bibliopegist,-ist
38547,Bible,biblist,-ist
38548,bicameral,bicameralist,-ist
38549,bicycle,bicyclist,-ist
38550,bilateral,bilateralist,-ist
38551,biloquial,biloquialist,-ist
38552,metal,bimetallist,bi-;-ist
38553,binary,binarist,-ist
38554,bioethics,bioethicist,-ist
38555,biogerontology,biogerontologist,-ist
38556,bioinformatic,bioinformaticist,-ist
38557,bioinspirational,bioinspirationalist,-ist
38558,biokinetic,biokineticist,-ist
38559,biology,biologist,-ist
38560,biotherapy,biotherapist,-ist
38561,bipolar,bipolarist,-ist
38562,Birch,Birchist,-ist
38563,bisexual,bisexualist,-ist
38564,Blair,Blairist,-ist
38565,blasphemy,blasphemist,-ist
38566,blurb,blurbist,-ist
38567,bodhran,bodhranist,-ist
38568,Bonaparte,Bonapartist,-ist
38569,bongo,bongoist,-ist
38570,Boodha,Boodhist,-ist
38571,booster,boosterist,-ist
38572,botany,botanist,-ist
38573,Bourbon,Bourbonist,-ist
38574,bouzouki,bouzoukist,-ist
38575,bracketology,bracketologist,-ist
38576,Brahman,Brahmanist,-ist
38577,Brahmin,Brahminist,-ist
38578,brain,brainist,-ist
38579,breed,breedist,-ist
38580,Brienne,Briennist,-ist
38581,bromatology,bromatologist,-ist
38582,bronchoscopy,bronchoscopist,-ist
38583,bronze,bronzist,-ist
38584,Brown,Brownist,-ist
38585,brutal,Brutalist,-ist
38586,brutal,brutalist,-ist
38587,brute,brutist,-ist
38588,Buddha,Buddhist,-ist
38589,Buddhology,Buddhologist,-ist
38590,bugology,bugologist,-ist
38591,bullion,bullionist,-ist
38592,bumblepuppy,bumblepuppist,-ist
38593,bumpology,bumpologist,-ist
38594,bureaucrat,bureaucratist,-ist
38595,burin,burinist,-ist
38596,Bush,Bushist,-ist
38597,Byzantine,Byzantinist,-ist
38598,Byzantinology,Byzantinologist,-ist
38599,cabal,cabalist,-ist
38600,cabaret,cabaretist,-ist
38601,cacoepy,cacoepist,-ist
38602,Caesar,Caesarist,-ist
38603,caj%C3%B3n,cajonist,-ist
38604,calendar,calendarist,-ist
38605,Californian,Californianist,-ist
38606,caliphate,caliphatist,-ist
38607,caliph,Caliphist,-ist
38608,calliope,calliopist,-ist
38609,caloric,caloricist,-ist
38610,calotype,calotypist,-ist
38611,Calvin,Calvinist,-ist
38612,Camorra,Camorrist,-ist
38613,campaign,campaignist,-ist
38614,campanology,campanologist,-ist
38615,cancerology,cancerologist,-ist
38616,canoe,canoeist,-ist
38617,canon,canonist,-ist
38618,cantheism,cantheist,-ist
38619,cantonal,cantonalist,-ist
38620,Cao_Dai,Caodaiist,-ist
38621,capitulation,capitulationist,-ist
38622,carcinology,carcinologist,-ist
38623,cardinal,cardinalist,-ist
38624,cardiopulmonology,cardiopulmonologist,-ist
38625,career,careerist,-ist
38626,Caribbean,Caribbeanist,-ist
38627,caricature,caricaturist,-ist
38628,carillon,carillonist,-ist
38629,carnal,carnalist,-ist
38630,carpology,carpologist,-ist
38631,cartel,cartelist,-ist
38632,cartology,cartologist,-ist
38633,cartoon,cartoonist,-ist
38634,castanet,castanetist,-ist
38635,caste,casteist,-ist
38636,Castro,Castrist,-ist
38637,Castro,Castroist,-ist
38638,casual,casualist,-ist
38639,cataclysm,cataclysmist,-ist
38640,catalysis,catalyst,-ist
38641,catastrophe,catastrophist,-ist
38642,catechumen,catechumenist,-ist
38643,category,categorist,-ist
38644,Cathar,Catharist,-ist
38645,causal,causalist,-ist
38646,causation,causationist,-ist
38647,celeste,celestist,-ist
38648,celibacy,celibacist,-ist
38649,celibate,celibatist,-ist
38650,cellar,cellarist,-ist
38651,cello,celloist,-ist
38652,Celtic,Celticist,-ist
38653,Celt,Celtist,-ist
38654,censor,censorist,-ist
38655,cento,centoist,-ist
38656,centralism,centralist,-ist
38657,ceramic,ceramicist,-ist
38658,cereal,cerealist,-ist
38659,cerealogy,cerealogist,-ist
38660,cerebral,cerebralist,-ist
38661,ceremonial,ceremonialist,-ist
38662,cereology,cereologist,-ist
38663,cerography,cerographist,-ist
38664,cessation,cessationist,-ist
38665,cetology,cetologist,-ist
38666,Chadic,Chadicist,-ist
38667,chalcography,chalcographist,-ist
38668,chaology,chaologist,-ist
38669,chaotic,chaoticist,-ist
38670,charango,charangoist,-ist
38671,chart,chartist,-ist
38672,chiaroscuro,chiaroscurist,-ist
38673,chime,chimist,-ist
38674,chirology,chirologist,-ist
38675,chiropody,chiropodist,-ist
38676,chirosophy,chirosophist,-ist
38677,chitarrone,chitarronist,-ist
38678,chloroform,chloroformist,-ist
38679,Chomsky,Chomskyist,-ist
38680,choral,choralist,-ist
38681,chorology,chorologist,-ist
38682,Christian,Christianist,-ist
38683,Christology,Christologist,-ist
38684,chronology,chronologist,-ist
38685,chronometry,chronometrist,-ist
38686,cider,ciderist,-ist
38687,cigarette,cigarettist,-ist
38688,cinquecentiste,Cinquecentist,-ista
38689,circumcision,circumcisionist,-ist
38690,circumlocution,circumlocutionist,-ist
38691,cirripedology,cirripedologist,-ist
38692,cithara,citharist,-ist
38693,citriculture,citriculturist,-ist
38694,cittern,citternist,-ist
38695,civil_rights,civil_rightist,-ist
38696,clade,cladist,-ist
38697,clan,clannist,-ist
38698,clarinet,clarinetist,-ist
38699,clarinet,clarinettist,-ist
38700,classical,classicalist,-ist
38701,classic,classicist,-ist
38702,classification,classificationist,-ist
38703,class,classist,-ist
38704,clavecin,clavecinist,-ist
38705,clavichord,clavichordist,-ist
38706,clavier,clavierist,-ist
38707,clerical,clericalist,-ist
38708,clientele,clientelist,-ist
38709,climatology,climatologist,-ist
38710,Clinton,Clintonist,-ist
38711,clitoris,clitorist,-ist
38712,clothes,clothist,-ist
38713,club,clubbist,-ist
38714,opinion,co-opinionist,co-;-ist
38715,coalition,coalitionist,-ist
38716,cocaine,cocainist,-ist
38717,codicology,codicologist,-ist
38718,code,codist,-ist
38719,coercion,coercionist,-ist
38720,cognitive,cognitivist,-ist
38721,cognitology,cognitologist,-ist
38722,Cohen,Cohenist,-ist
38723,coherent,coherentist,-ist
38724,coleopterology,coleopterologist,-ist
38725,collaboration,collaborationist,-ist
38726,collage,collagist,-ist
38727,collective,collectivist,-ist
38728,colloquial,colloquialist,-ist
38729,colloquy,colloquist,-ist
38730,colonial,colonialist,-ist
38731,colony,colonist,-ist
38732,colonization,colonizationist,-ist
38733,colonoscopy,colonoscopist,-ist
38734,colorimetry,colorimetrist,-ist
38735,color,colorist,-ist
38736,colour,colourist,-ist
38737,column,columnist,-ist
38738,combinatorial,combinatorialist,-ist
38739,combinatoric,combinatoricist,-ist
38740,combinatorics,combinatorist,-ist
38741,nomenclature,comiconomenclaturist,-o-;-ist
38742,commercial,commercialist,-ist
38743,communion,communionist,-ist
38744,comparative,comparatist,-ist
38745,comparative,comparativist,-ist
38746,compatible,compatibilist,-ist
38747,completion,completionist,-ist
38748,complete,completist,-ist
38749,compositional,compositionalist,-ist
38750,composition,compositionist,-ist
38751,computational,computationalist,-ist
38752,computer,computerist,-ist
38753,compute,computist,-ist
38754,Comte,Comtist,-ist
38755,conceptional,conceptionalist,-ist
38756,conception,conceptionist,-ist
38757,conceptual,conceptualist,-ist
38758,concertina,concertinist,-ist
38759,concert,concertist,-ist
38760,concession,concessionist,-ist
38761,conchology,conchologist,-ist
38762,conciliar,conciliarist,-ist
38763,conciliation,conciliationist,-ist
38764,concord,concordist,-ist
38765,concrete,concretist,-ist
38766,conditional,conditionalist,-ist
38767,confederal,confederalist,-ist
38768,confederation,confederationist,-ist
38769,conferral,conferralist,-ist
38770,confessional,confessionalist,-ist
38771,conform,conformist,-ist
38772,confrontational,confrontationalist,-ist
38773,confrontation,confrontationist,-ist
38774,Confucian,Confucianist,-ist
38775,Congregational,Congregationalist,-ist
38776,congregational,congregationalist,-ist
38777,conjectural,conjecturalist,-ist
38778,conjunctive,conjunctivist,-ist
38779,conjunctural,conjuncturalist,-ist
38780,connection,connectionist,-ist
38781,conscience,consciencist,-ist
38782,consequential,consequentialist,-ist
38783,conservation,conservationist,-ist
38784,console_steel_guitar,console_steel_guitarist,-ist
38785,conspiratology,conspiratologist,-ist
38786,conspiratorial,conspiratorialist,-ist
38787,constitutional,constitutionalist,-ist
38788,constitution,constitutionist,-ist
38789,construction,constructionist,-ist
38790,constructive,constructivist,-ist
38791,consubstantial,consubstantialist,-ist
38792,consubstantiation,consubstantiationist,-ist
38793,consumer,consumerist,-ist
38794,contagion,contagionist,-ist
38795,contemplate,contemplatist,-ist
38796,contextual,contextualist,-ist
38797,contortion,contortionist,-ist
38798,contraband,contrabandist,-ist
38799,contrabass,contrabassist,-ist
38800,contrabassoon,contrabassoonist,-ist
38801,contraguitar,contraguitarist,-ist
38802,contrastive,contrastivist,-ist
38803,controversial,controversialist,-ist
38804,controvert,controvertist,-ist
38805,conventional,conventionalist,-ist
38806,convention,conventionist,-ist
38807,conversational,conversationalist,-ist
38808,conversation,conversationist,-ist
38809,convivial,convivialist,-ist
38810,convocation,convocationist,-ist
38811,convulsion,convulsionist,-ist
38812,cooperative,cooperativist,-ist
38813,Copenhagen,Copenhagenist,-ist
38814,Coptic,Copticist,-ist
38815,copula,copulist,-ist
38816,copy,copyist,-ist
38817,copyleft,copyleftist,-ist
38818,cornet,cornetist,-ist
