Affix,Source Word,Derived Word
-ist,fustian,fustianist
-ally,nepotic,nepotically
-ly,cushy,cushily
-ability,lick,lickability
-ly,psychic,psychicly
-ic,valerian,valeric
-ic,dystrophy,dystrophic
-ly,evident,evidently
-ic,urea,ureic
-ship,rogue,rogueship
-ly,explicable,explicably
-ly,cutesy,cutesily
-ation,electrolyze,electrolyzation
-ous,Rhabdocoela,rhabdocoelous
-ist,vaudeville,vaudevillist
-ly,typological,typologically
-ic,positivist,positivistic
-ic,pentyl,pentylic
-ly,invalid,invalidly
-ally,allylic,allylically
-ly,unreligious,unreligiously
dermo-,-phyte,dermophyte
-an,Orkney,Orkneyan
-able,dip,dippable
-able,loan,loanable
-ing,drape,draping
-able,attempt,attemptable
-able,opacify,opacifiable
-ally,bathetic,bathetically
-ist,solid,solidist
-ly,evenminded,evenmindedly
-ic,laterite,lateritic
-ist,convulsion,convulsionist
-ic,fjord,fjordic
-ability,ignore,ignorability
-ally,humanistic,humanistically
-ish,lord,lordish
-ly,nonoccupational,nonoccupationally
-like,tissue,tissuelike
-ability,compost,compostability
-ed,stride,strided
-oid,curcumin,curcuminoid
-ly,shortsighted,shortsightedly
-ly,vicarious,vicariously
-ic,palindrome,palindromic
-ist,eulogy,eulogist
-ish,gay,gayish
-y,snag,snaggy
-ic,aluminography,aluminographic
-ly,instantaneous,instantaneously
-able,offline,offlineable
-ly,manageable,manageably
-ly,regiochemical,regiochemically
-ish,copper,copperish
-ly,circuitous,circuitously
-ly,nullifying,nullifyingly
-ly,pretended,pretendedly
-ly,geoelectrical,geoelectrically
-ly,glitchy,glitchily
-al,larvicide,larvicidal
-ly,aphasiological,aphasiologically
-ly,tender-hearted,tender-heartedly
-ly,unpainful,unpainfully
-y,geezer,geezery
-ly,dullard,dullardly
-ly,savor,savorly
-ist,professional,professionalist
-ally,Hebraic,Hebraically
-ish,pet,pettish
-ly,bearish,bearishly
-ic,mesosphere,mesospheric
-ist,delusion,delusionist
-ally,asynchronistic,asynchronistically
-an,Ethiopia,Ethiopian
-al,equation,equational
-ly,smoggy,smoggily
-ly,vicious,viciously
-ous,Lomentariaceae,lomentariaceous
-ly,valueless,valuelessly
-ship,practitioner,practitionership
-ian,Microsoft,Microsoftian
-ed,foyer,foyered
-ic,chironomy,chironomic
-ly,accessary,accessarily
-ly,atemporal,atemporally
-able,ban,bannable
-ed,lavender,lavendered
-ist,cranioscopy,cranioscopist
-al,miasma,miasmal
-ing,Boy_Scout,Boy_Scouting
-aholic,pot,potaholic
-ist,sculpture,sculpturist
-ed,corymb,corymbed
-like,slit,slitlike
-an,contrary,contrarian
-ly,unrevengeful,unrevengefully
-y,sheath,sheathy
-ly,encompassing,encompassingly
-s,Dobbin,Dobbins
-ly,endurable,endurably
-ette,wank,wankette
-ical,bombast,bombastical
-y,Lufthansa,Lufty
-an,Dakota,Dakotan
-ly,mourning,mourningly
-ic,columbine,columbinic
-ly,betraying,betrayingly
-ic,masseter,masseteric
-like,snare,snarelike
-ist,pisciculture,pisciculturist
-ly,sexangular,sexangularly
-ly,educological,educologically
-ably,determine,determinably
-able,compose,composable
-ly,demonstrable,demonstrably
-al,endotheca,endothecal
-ian,Graaf,Graafian
-ly,callosal,callosally
-ly,unallowable,unallowably
-ly,obsessional,obsessionally
-ic,mesoblast,mesoblastic
-ed,hocket,hocketed
-ed,accuse,accused
-al,association,associational
-ly,donnish,donnishly
-able,traffic,traffickable
-ly,unvain,unvainly
-like,snore,snorelike
-ed,petiole,petioled
-ian,Herzog,Herzogian
-ally,touristic,touristically
-ish,brown,brownish
-age,pupil,pupillage
-al,summation,summational
-an,Porfirio,Porfirian
-y,geek,geeky
philo-,-gyny,philogyny
-able,unerase,unerasable
-al,reconstruction,reconstructional
-ical,raciology,raciological
-y,peat,peaty
-ly,mesenchymal,mesenchymally
-ed,forweary,forwearied
-ly,mopy,mopily
-ed,lapel,lapeled
-ly,egoless,egolessly
-able,strew,strewable
-ish,Brabant,Brabantish
-ous,Chenopodiaceae,chenopodiaceous
-able,shadow,shadowable
-an,Hume,Humean
-ly,ingratiating,ingratiatingly
-ie,barbecue,barbie
-ing,waterfowl,waterfowling
-al,sarcolemma,sarcolemmal
-ability,clot,clottability
-ic,ametropia,ametropic
-able,parody,parodiable
-ly,stereochemical,stereochemically
-i,Canuckistan,Canuckistani
-age,flame,flameage
-ic,ekphrasis,ekphrasic
-like,stupa,stupalike
-ly,familiar,familiarly
-able,deadlock,deadlockable
-ally,anatreptic,anatreptically
-ly,witful,witfully
-ed,damascene,damascened
-ish,hag,haggish
-ally,phasic,phasically
-y,flisk,flisky
-ical,meteorology,meteorological
-osis,campylobacterium,campylobacteriosis
-able,avouch,avouchable
-ed,marine,marined
-ish,cat,cattish
-ly,louche,louchely
-ly,circumstantial,circumstantially
-ing,buy,buying
-ly,assertory,assertorily
-ly,desponding,despondingly
-ist,circumlocution,circumlocutionist
-ally,parametric,parametrically
-ly,boisterous,boisterously
-y,wraith,wraithy
-ship,archdeacon,archdeaconship
-phyte,benthos,benthophyte
-ly,unanswerable,unanswerably
-ous,monodomy,monodomous
-ly,subaqueous,subaqueously
-able,contour,contourable
-able,repay,repayable
-an,perestroika,Perestroikan
-ly,undermining,underminingly
-ship,registrar,registrarship
-like,gas,gaslike
-able,assume,assumable
-ly,triexponential,triexponentially
-like,lupine,lupinelike
-ly,awkward,awkwardly
-ly,homozygous,homozygously
-al,measurement,measuremental
-ist,military,militarist
-an,Kosovo,Kosovan
-ed,tog,togged
-like,glyph,glyphlike
-ly,professional,professionally
-ally,retrosynthetic,retrosynthetically
-like,stiff,stifflike
dys-,esthetic,dysesthetic
halo-,-oid,haloid
-ly,epochal,epochally
-ability,narrate,narratability
-ly,high,highly
-ic,pinealocyte,pinealocytic
-al,paroxysm,paroxysmal
-ally,bichromatic,bichromatically
-y,flavor,flavory
-ly,orthologous,orthologously
-able,downscale,downscalable
-ic,stratosphere,stratospheric
-able,politicize,politicizable
-an,Copernicus,Copernican_system
-ably,colour,colourably
-ic,anamorph,anamorphic
-able,gift,giftable
-al,relative,relatival
-ly,expensive,expensively
-ic,Darwin,Darwinic
-able,pitch,pitchable
-ly,postal,postally
-like,cod,codlike
-al,oviduct,oviductal
-ing,abode,aboding
-ly,word,wordly
-ed,pollen,pollened
-ed,radius,radiused
-ly,light-handed,light-handedly
-ed,bedew,bedewed
-ed,biochip,biochipped
-like,pith,pithlike
-like,protein,proteinlike
-an,Gambia,Gambian
-like,stomach,stomachlike
-ist,pseudologue,pseudologist
-like,teacup,teacuplike
-al,aquatecture,aquatectural
-ly,cognisable,cognisably
-ly,observant,observantly
-ian,Chaplin,Chaplinian
-able,rebut,rebuttable
-ly,nuclear,nuclearly
-able,substitute,substitutable
-ly,thrift,thriftly
-an,Biloxi,Biloxian
-ic,myosin,myosinic
-ie,fit,fittie
-ability,hurt,hurtability
-ian,Hensel,Henselian
-ic,meteorology,meteorologic
-ly,bitchy,bitchily
-osis,fucoside,fucosidosis
-ian,Kuhn,Kuhnian
-ing,interloper,interloping
-y,wobble,wobbly
-able,domesticate,domesticatable
-ist,Indology,Indologist
-ly,sequacious,sequaciously
-ly,capable,capably
-like,bar,barlike
melano-,-ous,melanous
-ly,unshakeable,unshakeably
-ette,wing,wingette
-y,tuft,tufty
-ist,unicameral,unicameralist
-ic,bauxite,bauxitic
-able,divulge,divulgeable
-ly,unrequited,unrequitedly
-y,beard,beardy
atlo-,-oid,atloid
-ous,sphagnum,sphagnous
-ation,paralyze,paralyzation
-ish,bunker,bunkerish
-ly,uninterrupted,uninterruptedly
-ly,twelfth,twelfthly
-ing,account,accounting
-ist,note,notist
-like,tarantula,tarantulalike
-ly,cosmochemical,cosmochemically
-s,fluidic,fluidics
-like,bamboo,bamboolike
-able,redefine,redefinable
-ly,piping,pipingly
-able,revitalize,revitalizable
-ic,rubian,rubianic_acid
-ist,transcription,transcriptionist
-ed,castor,castored
-al,substructure,substructural
-like,asp,asplike
-ly,transperineal,transperineally
-like,hen,henlike
-y,poetaster,poetastery
-ly,irradicable,irradicably
-y,tittup,tittuppy
-ed,bearskin,bearskinned
-ian,Freud,Freudian
-ing,scurry,scurrying
-ly,profane,profanely
-al,cusp,cuspal
-ical,acanthology,acanthological
-able,slake,slakeable
-ed,outparamour,outparamoured
-ic,hydroxyl,hydroxylic
-ist,encyclopaedia,encyclopaedist
-y,church,churchy
-like,bee,beelike
-ical,theriogenology,theriogenological
-ling,cow,cowling
-ical,nephology,nephological
-ic,logomachy,logomachic
-ous,duplicity,duplicitous
-ic,glycosuria,glycosuric
-ing,billboard,billboarding
-ian,Stentor,stentorian
-like,comma,commalike
-able,feel,feelable
-ist,documental,documentalist
-ic,pectose,pectosic_acid
-able,cross,crossable
-able,deprogram,deprogrammable
-ed,arsehole,arseholed
-ship,servant,servantship
-ally,litotic,litotically
-an,Hades,Hadean
-like,marriage,marriagelike
-like,fair,fairlike
-ian,Byron,Byronian
-ly,tormenting,tormentingly
-ally,sporophytic,sporophytically
-ly,decursive,decursively
-ally,topographic,topographically
-ous,antiquity,antiquitous
-ly,pervert,pervertly
-able,expire,expirable
-y,waft,wafty
-y,shrub,shrubby
-ist,biology,biologist
-ly,fusty,fustily
-ly,swimmable,swimmably
-ed,nimb,nimbed
-like,forge,forgelike
-y,stone,stoney
-y,sport,sporty
-ic,ballistospore,ballistosporic
-ic,galvanoplasty,galvanoplastic
-like,thatch,thatchlike
-ally,dysphoric,dysphorically
-ly,revoking,revokingly
-ally,Eurocentric,Eurocentrically
-ly,enjoyable,enjoyably
-ist,ecclesiology,ecclesiologist
-aholic,car,caraholic
-al,predisposition,predispositional
-ly,blighting,blightingly
-ic,parergon,parergonic
-ly,deafening,deafeningly
-ish,full,fullish
-ist,telephone,telephonist
-ally,metagenomic,metagenomically
-ly,supplementary,supplementarily
-able,regularize,regularizable
-ally,electroneuronographic,electroneuronographically
-ally,sociolinguistic,sociolinguistically
-al,adaptation,adaptational
-ie,bard,bardie
-ly,gray,grayly
-ly,sextuple,sextuply
-ing,barber,barbering
-ly,discoursive,discoursively
-ing,hijack,hijacking
-ist,Camorra,Camorrist
-ally,somatodendritic,somatodendritically
-ation,geranyl,geranylation
-al,encyclopedia,encyclopedial
-ian,Huntington,Huntingtonian
-ly,wavering,waveringly
-ly,unrestricted,unrestrictedly
-ist,declension,declensionist
-ist,anthology,anthologist
-ly,unwhole,unwholly
-oid,disc,discoid
-able,disdain,disdainable
-ly,photoelectrochemical,photoelectrochemically
-ic,palingenesy,palingenesic
-ation,absolutize,absolutization
-ist,uniformitarian,uniformitarianist
-like,mime,mimelike
-ly,floury,flourily
-ly,unproductive,unproductively
-ly,scheming,schemingly
-ation,fictionalize,fictionalization
-able,fap,fappable
-ian,Arrhenius,Arrhenian
-ation,discretize,discretization
-able,demand,demandable
-ian,potassium,potassian
-ly,lengthy,lengthily
-like,uterus,uteruslike
-ly,pulchritudinous,pulchritudinously
-able,decrypt,decryptable
-ly,benign,benignly
-oid,Scytonema,scytonematoid
-ic,morphine,morphinic
-able,reclose,reclosable
-ed,pygostyle,pygostyled
-ly,adumbrative,adumbratively
-al,sport,sportal
-ly,unvisible,unvisibly
-able,skin,skinable
-like,aardvark,aardvarklike
-y,sick,sicky
-able,request,requestable
-ly,multifid,multifidly
-ian,Gulliver,Gulliverian
-ade,block,blockade
-ish,otherworld,otherworldish
-o,hospitality,hospo
-al,hierarchy,hierarchial
-ally,enzymic,enzymically
-ly,distrustful,distrustfully
-ing,ash,ashing
-able,finitize,finitizable
-ally,sociographic,sociographically
-ly,crashing,crashingly
-ly,cheerless,cheerlessly
-oid,Bowen,Bowenoid
-ly,removable,removably
-ally,haplometrotic,haplometrotically
-y,shriek,shrieky
aero-,-phyte,aerophyte
-like,slut,slutlike
-like,neuron,neuronlike
-y,gloom,gloomy
-like,mead,meadlike
-ally,antipathic,antipathically
-ed,corbel,corbelled
-like,lichen,lichenlike
-ly,being,beingly
-like,applause,applauselike
-ly,genial,genially
-ly,detracting,detractingly
-ous,polygon,polygonous
-ship,pupil,pupilship
-ability,instruct,instructability
-ly,intramarital,intramaritally
-ly,untruthful,untruthfully
-ade,melon,melonade
-ed,membrane,membraned
-ly,undemonstrative,undemonstratively
-ist,symmetry,symmetrist
-ly,braggart,braggartly
-ing,scandalmonger,scandalmongering
-ly,pitying,pityingly
-ly,polar,polarly
-ally,amphitelic,amphitelically
-ation,alkyl,alkylation
-ed,buckskin,buckskinned
-ation,carburize,carburization
-ly,stone-hearted,stone-heartedly
-ly,sticky,stickily
-ly,pesticidal,pesticidally
-ly,affronted,affrontedly
-y,Christmas,Christmasy
-ic,methodist,methodistic
-ette,undergraduate,undergraduette
-ic,cadmium,cadmic
-like,paranoia,paranoialike
-ist,Scientology,Scientologist
-ly,designer,designerly
-ic,asymptote,asymptotic
-y,change,changiness
-ian,Berger,Bergerian
-ability,count,countability
-ist,modern,modernist
-able,minimize,minimizable
-ing,joggle,joggling
-like,author,authorlike
-ed,sulfide,sulfided
-ly,inhospitable,inhospitably
-able,appear,appearable
-ous,Sordariaceae,sordariaceous
-able,satisfy,satisfiable
-ish,fogy,fogyish
-able,undye,undyeable
-ation,isoprenyl,isoprenylation
-ally,photoacoustic,photoacoustically
-ally,scenographic,scenographically
-ian,Ghent,Ghentian
-ly,stuffy,stuffily
-able,pulp,pulpable
-ly,helping,helpingly
-ly,intercellular,intercellularly
-able,jam,jammable
-ist,Moslem,Moslemist
-ous,Mariolatry,Mariolatrous
-ly,continuative,continuatively
-y,drought,droughty
-ly,immane,immanely
-ally,homodiegetic,homodiegetically
-ed,muumuu,muumuued
glyco-,-phyte,glycophyte
-ous,humour,humourous
-able,palate,palatable
-ic,plereme,pleremic
-ical,rhizology,rhizological
-ship,apostolic,Apostolicship
-able,undock,undockable
-ly,invigorating,invigoratingly
-ed,discofy,discofied
-ly,consolable,consolably
-ly,revising,revisingly
-ally,masonic,masonically
-al,pyorrhea,pyorrheal
-ly,dripping,drippingly
-ist,fetich,fetichist
-ette,shawl,shawlette
-like,anchor,anchorlike
-ly,supralinear,supralinearly
-ly,discouraging,discouragingly
-ship,moderator,moderatorship
-ed,paisley,paisleyed
-able,augment,augmentable
-ic,anthrax,anthracic
-able,spam,spammable
-ic,mononym,mononymic
-y,range,rangy
-ally,criminogenic,criminogenically
-like,java,javalike
-y,pineapple,pineappley
-like,jump,jumplike
-ly,illustrative,illustratively
-ly,conspiring,conspiringly
-ic,spectrophone,spectrophonic
-ish,Muslim,Muslimish
-ist,folklore,folklorist
-al,apartment,apartmental
-y,Hughes,Hughesy
-ish,toff,toffish
-like,verbena,verbenalike
-ly,forbearing,forbearingly
-like,scream,screamlike
-ish,frail,frailish
-ous,autotomy,autotomous
-an,Sicani,Sicanian
-ly,endocardial,endocardially
-ic,Essene,Essenic
-ist,Buddha,Buddhist
-ic,fluoroscope,fluoroscopic
-ist,olfactology,olfactologist
-ist,syphilology,syphilologist
-ic,Vardar,Vardaric
-itude,unkempt,unkemptitude
-ic,activist,activistic
-ic,electromorph,electromorphic
-ly,superabundant,superabundantly
-ist,diet,dietist
-able,claim,claimable
-ic,Rhineland,Rhinelandic
-al,bucca,buccal
-o,superb,superbo
-ly,airless,airlessly
-ish,brogue,broguish
-an,Rhynchocoela,rhynchocoelan
-ly,acceptable,acceptably
-like,suit,suitlike
-al,palate,palatal
-an,Cathay,Cathayan
-able,pool,poolable
-ly,frequentative,frequentatively
-ic,plasmon,plasmonic
-ing,trunk,trunking
-al,sclera,scleral
-ly,astonishing,astonishingly
-ally,magnetostatic,magnetostatically
-ic,dyslipidaemia,dyslipidaemic
-ly,indolent,indolently
-ation,peroxide,peroxidation
-ist,reflective,reflectivist
-ian,Clifford,Cliffordian
-able,sow,sowable
-able,blunt,bluntable
-an,Manichaeus,Manichaean
-ly,queerish,queerishly
-ic,topometry,topometric
-y,smog,smoggy
-ie,dual,dualie
-ing,forespeak,forespeaking
-like,patch,patchlike
-ly,dissident,dissidently
-ed,lens,lensed
-able,scratch,scratchable
-ly,biostatistical,biostatistically
-ly,neglectful,neglectfully
-ly,prelatical,prelatically
-ly,parenthetical,parenthetically
-ly,infertile,infertilely
-ic,arthropod,arthropodic
-ly,supernumerary,supernumerarily
-able,brace,braceable
-like,cipher,cipherlike
-like,hearse,hearselike
-ic,amphora,amphoric
-ly,arterial,arterially
-ic,Thaumarchaeota,thaumarchaeotic
-ly,coordinated,coordinatedly
-ing,kern,kerning
-ly,murky,murkily
-y,porn,porny
-ly,octagonal,octagonally
-ly,trigeminal,trigeminally
-ally,thermographic,thermographically
-ation,laconize,laconization
-y,blimp,blimpy
-y,douche,douchy
-ly,crawling,crawlingly
-ly,fearsome,fearsomely
-ed,dudgeon,dudgeoned
-ly,whisperous,whisperously
-ation,remagnetize,remagnetization
-able,halt,haltable
-able,calibrate,calibratable
-ist,potamology,potamologist
-ly,magnetocentrifugal,magnetocentrifugally
-age,carat,caratage
-able,answer,answerable
-y,star,starry
-like,kitten,kittenlike
-ic,porphyrin,porphyrinic
-ally,bioenergetic,bioenergetically
-ally,leptonic,leptonically
-ly,landlubber,landlubberly
-y,bush,bushy
-ly,compleat,compleatly
-ish,hand,handish
-ly,citizen,citizenly
-ist,oboe,oboeist
-ic,baryon,baryonic
-ist,Aubry,Aubryist
-ly,unshrinking,unshrinkingly
-al,declension,declensional
-ly,loose,loosely
-ly,rational,rationally
-able,publicize,publicizable
-al,conversion,conversional
-ly,goofy,goofily
-ly,glistening,glisteningly
-ly,autoethnographical,autoethnographically
-ly,septal,septally
-ly,Darwinian,Darwinianly
-ist,typewrite,typewritist
-ly,posturing,posturingly
-ability,deliver,deliverability
-ish,orange,orangeish
-ation,Finnicize,Finnicization
-age,cart,cartage
-ous,Colchicaceae,colchicaceous
-ical,neuropterology,neuropterological
-ish,asshat,asshattish
-ed,balaclava,balaclavaed
-ly,transported,transportedly
-able,portray,portrayable
-like,charm,charmlike
-y,margarine,margariney
-able,form,formable
-dom,fresher,fresherdom
-ic,intron,intronic
-ship,lector,lectorship
-able,plate,plateable
-ship,recruit,recruitship
-ie,dim_sim,dimmie
-ly,lightminded,lightmindedly
-al,legionella,legionellal
-ly,scrimping,scrimpingly
-an,Soweto,Sowetan
-able,perturb,perturbable
-ing,Muntz,Muntzing
-ly,cytoskeletal,cytoskeletally
-ly,butler,butlerly
-age,haven,havenage
-ation,barbarize,barbarization
-ly,intempestive,intempestively
-y,absorbance,absorbancy
-y,blech,blechy
-y,tussock,tussocky
-ly,pusillanimous,pusillanimously
-ing,bestead,besteading
-like,crane,cranelike
-ed,clasper,claspered
-ian,Sahel,Sahelian
-ic,toponym,toponymic
-ly,fathomless,fathomlessly
-ous,Lepidoziaceae,lepidoziaceous
-ly,trustful,trustfully
-able,shove,shovable
-ly,disordre,disordrely
-ly,knowledgeable,knowledgeably
-ly,tephrochronological,tephrochronologically
-ic,staphyloplasty,staphyloplastic
-ability,last,lastability
-ly,jabbering,jabberingly
-y,bleep,bleepy
-y,tweed,tweedy
-able,pour,pourable
-al,seborrhea,seborrheal
-ly,erose,erosely
-like,gnat,gnatlike
-y,vetch,vetchy
-ian,Orwell,Orwellian
-ic,cyma,cymatic
-ly,stagy,stagily
-ed,fuzztone,fuzztoned
-ie,pooch,poochie
-ian,Chagos,Chagossian
-ly,spooktacular,spooktacularly
-ian,Oulipo,Oulipian
-ly,atrabilious,atrabiliously
-like,chateau,chateaulike
-ly,bifurcate,bifurcately
-al,culturicide,culturicidal
-ian,Lucas,Lucasian
-ed,battlement,battlemented
-al,phelloderm,phellodermal
-ability,metrize,metrizability
-ly,indelible,indelibly
-y,lurk,lurky
-ist,etiology,etiologist
-able,rust,rustable
-ly,incorrect,incorrectly
-ing,cherry,cherrying
-able,resharpen,resharpenable
-al,ecozone,ecozonal
-ly,undisciplined,undisciplinedly
-ally,genomic,genomically
-ly,wincing,wincingly
-ly,obovate,obovately
-ly,gematrical,gematrically
-able,moisten,moistenable
-an,topiary,topiarian
-ly,vaginal,vaginally
-ed,locule,loculed
-ly,flaunting,flauntingly
-y,cider,cidery
-like,shrike,shrikelike
-al,midzone,midzonal
-al,postdrome,postdromal
-like,tongue,tonguelike
-able,temper,temperable
-ed,aerofoil,aerofoiled
-ly,inauspicious,inauspiciously
-ly,concupiscent,concupiscently
-al,concession,concessional
-ly,pinpointed,pinpointedly
-age,peer,peerage
-able,fund,fundable
-like,stub,stublike
-ly,mayor,mayorly
-ly,neurophysiological,neurophysiologically
